user_id,cluster_id,label
23,2,"Action, Comedy / Barry Sonnenfeld, Orson Welles Films"
23,3,"Thriller, Action / Ridley Scott, Quentin Tarantino Films"
23,4,"Action, Sci-Fi / George Lucas, Sylvester Stallone Films"
23,5,"Drama, Thriller / Martin Scorsese, Norman Jewison Films"
23,6,"Thriller, Comedy / Alfred Hitchcock, John Frankenheimer Films"
24,0,"Drama, Adventure / George Lucas, Director Not Available Films"
24,1,"Comedy, Drama / Woody Allen, Sam Mendes Films"
24,2,"Comedy, Drama / Tim Burton, Harold Ramis Films"
24,3,"Drama, Sci-Fi / Steven Spielberg, Robert Zemeckis Films"
24,4,"Comedy, Drama / Martin Brest, John Landis Films"
24,5,"Comedy, Romance / Ron Howard, Ron Shelton Films"
25,0,"Sci-Fi, Action / Mimi Leder, Bryan Singer Films"
25,1,"Comedy, Action / Steven Spielberg, Robert Zemeckis Films"
25,2,"Action, Adventure / Irvin Kershner, Richard Marquand Films"
25,3,"Adventure, Comedy / George Lucas, Guy Ritchie Films"
25,4,"Action, Adventure / Steven Spielberg, Simon Wincer Films"
25,5,"Sci-Fi, Adventure / Robert Zemeckis, Leonard Nimoy Films"
25,6,"Sci-Fi, Action / Jonathan Frakes, David Carson Films"
25,7,"Drama, Action / Stanley Kubrick, John Lasseter, Ash Brannon, Lee Unkrich Films"
25,8,"Action, Comedy / Brian Helgeland, David Hogan Films"
26,0,"Comedy, Drama / Garry Marshall, Mike Nichols Films"
26,1,"Comedy, Drama / Robert Zemeckis, John Hughes Films"
26,2,"Comedy, Romance / Adrian Lyne, Ron Shelton Films"
26,3,"Comedy, Sci-Fi / Steven Spielberg, Robert Zemeckis Films"
26,4,"Action, Drama / George Lucas, Tony Scott Films"
26,5,"Comedy, Romance / Sam Mendes, Howard Deutch Films"
27,0,"Comedy, Thriller / Alfred Hitchcock, Billy Wilder Films"
27,1,"Drama, Comedy / Sam Mendes, Stanley Kramer Films"
27,2,"Fantasy, Action / Joe Johnston, Martin Rosen, John Hubley Films"
27,3,"Comedy, Drama / Orson Welles, Spike Jonze Films"
28,0,"Drama, Romance / Alfred Hitchcock, Steven Spielberg Films"
28,1,"Drama, Comedy / Steven Spielberg, Sam Mendes Films"
28,2,"Comedy, Drama / Steven Spielberg, Peter Chelsom Films"
29,0,"Action, War / Phillip Noyce, Brian G. Hutton Films"
29,1,"Action, Sci-Fi / Gerald Potterton, John Bruno, John Halas, Oliver Stone Films"
29,2,"Action, Thriller / Roman Polanski, Costa-Gavras Films"
29,3,"Action, Sci-Fi / Terence Young, Guy Hamilton Films"
29,4,"Action, Adventure / Steven Spielberg, Irvin Kershner Films"
29,5,"Action, Adventure / Brian Helgeland, William Wyler Films"
29,6,"Action, Thriller / John Carpenter, John Mctiernan Films"
30,0,"Comedy, Drama / Spike Jonze, Harold Ramis Films"
30,1,"Drama, Comedy / Sam Mendes, Spike Lee Films"
30,2,"Drama, Action / James Cameron, Ron Howard Films"
31,0,"Comedy, Action / Ivan Reitman, Donald Petrie Films"
31,1,"Comedy, Drama / George Lucas, Stuart Rosenberg Films"
31,2,"Comedy, Romance / Jerry Zucker, Harold Ramis Films"
31,3,"Comedy, Drama / Gregory La Cava, John Carpenter Films"
31,4,"Comedy, Romance / Buster Keaton, Steve Gordon Films"
31,5,"Comedy, Romance / Richard Benjamin, Director Not Available Films"
31,6,"Comedy, Sci-Fi / Ivan Reitman, Baz Luhrmann Films"
31,7,"Comedy, Thriller / Frank Capra, Howard Hawks Films"
31,8,"Comedy, Musical / Betty Thomas, Barry Levinson Films"
32,0,"Drama, Action / Terry Gilliam, Paul Verhoeven Films"
32,1,"Comedy, Drama / Director Not Available, Sam Mendes Films"
32,2,"Thriller, Drama / James Cameron, Martin Scorsese Films"
32,3,"Romance, Thriller / Mark Pellington, Peter Jackson Films"
33,0,"Drama, Comedy / Director Not Available, Joel Coen, Ethan Coen Films"
33,1,"Thriller, Drama / Alfred Hitchcock, Paul Verhoeven Films"
33,2,"Action, Drama / Clint Eastwood, Richard Donner Films"
33,3,"Drama, Thriller / Martin Scorsese, Marc Caro, Jean-Pierre Jeunet Films"
33,4,"Horror, Sci-Fi / Guillermo Del Toro, Peter Yates Films"
33,5,"Horror, Drama / Erle C. Kenton, Anton Leader Films"
33,6,"Action, Sci-Fi / Steven Spielberg, Philip Kaufman Films"
33,7,"Drama, Sci-Fi / Robert Zemeckis, Robert Redford Films"
33,8,"Drama, Comedy / Rob Reiner, Barry Levinson Films"
34,0,"Comedy, Romance / Robert Zemeckis, Michael Hoffman Films"
34,1,"Comedy, Horror / Ivan Reitman, Mel Brooks Films"
34,2,"Comedy, Romance / Joe Johnston, Chris Noonan Films"
34,3,"Comedy, Action / Richard Donner, Albert Brooks Films"
34,4,"Comedy, Romance / John Hughes, John Landis Films"
35,0,"Drama, War / Franklin J. Schaffner, Renny Harlin Films"
35,1,"Comedy, Romance / Billy Wilder, Peter Yates Films"
35,2,"Comedy, Romance / Brad Silberling, Steven Spielberg Films"
35,3,"Drama, Romance / Akira Kurosawa, John Schlesinger Films"
35,4,"Comedy, Musical / Woody Allen, Rob Reiner Films"
35,5,"Comedy, Musical / Bob Spiers, Nicolas Roeg Films"
35,6,"Drama, Comedy / Alfred Hitchcock, Mel Brooks Films"
36,0,"Comedy, Drama / Woody Allen, Cameron Crowe Films"
36,1,"Comedy, Drama / Tim Burton, Spike Lee Films"
36,2,"Thriller, Action / Robert Zemeckis, Paul Verhoeven Films"
36,3,"Action, Comedy / Ridley Scott, Rusty Cundieff Films"
36,4,"Sci-Fi, Action / Steven Spielberg, Gerald Potterton, John Bruno, John Halas Films"
36,5,"Action, War / Tony Scott, Edward Zwick Films"
36,6,"Action, Thriller / Mimi Leder, Franklin J. Schaffner Films"
37,0,"Comedy, Romance / Andy Tennant, Matt Williams Films"
37,1,"Romance, Comedy / Harold Ramis, Tony Scott Films"
37,2,"Romance, Animation / Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Victor Fleming Films"
37,3,"Romance, Comedy / Chris Koch, Steven Spielberg Films"
37,4,"Romance, Drama / Andrew Bergman, Richard Marquand Films"
37,5,"Romance, Comedy / Garry Marshall, Lawrence Kasdan Films"
37,6,"Comedy, Romance / Jerry Zucker, Randal Kleiser Films"
38,0,"Romance, Comedy / Lawrence Kasdan, Howard Deutch Films"
38,1,"Romance, Comedy / Chris Columbus, Michael Bay Films"
38,2,"Romance, Drama / Richard Linklater, Don Bluth, Gary Goldman Films"
38,3,"Comedy, Romance / John Lasseter, John Hughes Films"
38,4,"Comedy, Romance / Chris Columbus, Jay Roach Films"
39,0,"Drama, Comedy / Stanley Kubrick, Ivan Reitman Films"
39,1,"Comedy, Drama / Sam Mendes, Paul Weitz Films"
39,2,"Comedy, Adventure / Spike Jonze, Frank Oz Films"
39,3,"Action, Drama / Ridley Scott, Tim Burton Films"
39,4,"Sci-Fi, Adventure / Brian De Palma, Don Bluth, Gary Goldman Films"
39,5,"Comedy, Action / Bryan Singer, Kevin Smith Films"
40,0,"Adventure, Action / Steven Spielberg, Robert Zemeckis Films"
40,1,"War, Action / Sidney J. Furie, Kevin Costner Films"
40,2,"Adventure, Drama / Alfred Hitchcock, Harry Hook Films"
40,3,"War, Adventure / Lewis Milestone, Robert Altman Films"
40,4,"Adventure, Sci-Fi / Joe Johnston, Roger Vadim Films"
40,5,"Adventure, Action / Leonard Nimoy, Joe Johnston Films"
40,6,"Action, Adventure / Tim Burton, Rob Cohen Films"
40,7,"Action, War / George P. Cosmatos, Jim Abrahams Films"
41,0,"Action, Adventure / Irvin Kershner, Richard Marquand Films"
41,1,"Animation, Children'S / Don Bluth, Gary Goldman, Ridley Scott Films"
41,2,"Adventure, Action / George Lucas, Mel Gibson Films"
41,3,"Drama, Romance / Jeremy Leven, David Lean Films"
41,4,"Comedy / Dennis Dugan, Amy Heckerling Films"
41,5,"Action, Comedy / Frank Marshall Films"
41,6,"Comedy, Sci-Fi / Jim Mallon Films"
41,7,"Horror, Mystery / Jennifer Kaytin Robinson Films"
41,8,"Horror, Mystery / Danny Cannon Films"
42,0,"Sci-Fi, Action / Robert Zemeckis, Terence Young Films"
42,1,"Action, Sci-Fi / John Mctiernan, Steven Spielberg Films"
42,2,"Comedy, Action / Gerald Potterton, John Bruno, John Halas, Spike Jonze Films"
42,3,"Comedy, Drama / Sam Mendes, Peter Yates Films"
42,4,"Action, Adventure / George Lucas, Ron Howard Films"
42,5,"Action, Comedy / Director Not Available, Steven Spielberg Films"
42,6,"Sci-Fi, Action / Stanley Kubrick, Mimi Leder Films"
43,0,"Comedy, Romance / Spike Jonze, Raja Gosnell Films"
43,1,"Thriller, Comedy / Mark Pellington, Stanley Kubrick Films"
43,2,"Comedy, Animation / Paul Weitz, John Lasseter, Ash Brannon, Lee Unkrich Films"
43,3,"Drama, Comedy / Barry Levinson, Sam Mendes Films"
43,4,"Action, Sci-Fi / Bryan Singer Films"
43,5,"Drama, Comedy / Ben Younger, Michael Ritchie Films"
44,0,"Adventure, Action / Steven Spielberg, Roland Emmerich Films"
44,1,"Action, Thriller / Gregory Hoblit, Tim Burton Films"
44,2,"Comedy, Drama / Ivan Reitman, Robert Zemeckis Films"
44,3,"Adventure, Sci-Fi / George Lucas, Steven Spielberg Films"
44,4,"Adventure, Sci-Fi / Robert Zemeckis, Steven Spielberg Films"
44,5,"Comedy, Action / James Cameron, Sidney Lumet Films"
44,6,"Comedy, Romance / Kenneth Branagh, Director Not Available Films"
44,7,"Horror, Thriller / John Carpenter, Rick Rosenthal Films"
44,8,"Comedy, Children'S / John Lasseter, John Landis Films"
45,0,"Comedy, Romance / Woody Allen, Billy Wilder Films"
45,1,"Comedy, Romance / Richard Benjamin, Robert Stevenson Films"
45,2,"Comedy, Romance / Harold Ramis, Sidney Lumet Films"
45,3,"Comedy, Romance / Ron Howard, Robert Zemeckis Films"
45,4,"Comedy, Romance / Woody Allen, Albert Brooks Films"
46,0,"Horror, Adventure / George Lucas, Danny Cannon Films"
46,1,"Horror, Thriller / Wes Craven, Ron Shelton Films"
47,0,"Children'S, Comedy / Chris Noonan Films"
47,1,"Crime, Drama / Director Not Available Films"
47,2,"Drama, Romance / Ang Lee Films"
47,3,"Drama, War / Francis Ford Coppola, Quentin Tarantino Films"
47,4,"Drama, Romance / Bernard Rose Films"
47,5,"Drama, Action / Robert Redford, Tim Robbins Films"
47,6,"Crime, Drama / Martin Scorsese Films"
48,0,"Comedy, Romance / James Cameron, Cameron Crowe Films"
48,1,"Comedy, Children'S / Robert Zemeckis, Rob Reiner Films"
48,2,"Comedy, Drama / Director Not Available, Billy Wilder Films"
48,3,"Action, Drama / Steven Spielberg, Clint Eastwood Films"
48,4,"Action, Sci-Fi / Leonard Nimoy, Brian De Palma Films"
48,5,"Comedy, Thriller / Barry Levinson, Les Mayfield Films"
48,6,"Action, Drama / George Lucas, Tony Scott Films"
48,7,"Action, Sci-Fi / Tim Burton, Jay Roach Films"
49,0,"Action, Adventure / George Lucas, Bryan Singer Films"
49,1,"Action, Adventure / Sidney Lumet, Paul Verhoeven Films"
49,2,"Animation, Children'S / John Lasseter, Bill Condon Films"
49,3,"Animation, Children'S / Sam Mendes, Henry Selick Films"
49,4,"Thriller, Action / Roman Polanski, Adrian Lyne Films"
49,5,"Action, Adventure / Tim Burton, Kevin Altieri, Boyd Kirkland, Frank Paur Films"
49,6,"Action, Thriller / James Cameron, Barry Sonnenfeld Films"
50,0,"Drama, Romance / Bryan Singer, Randa Haines Films"
50,1,"Drama, Comedy / Sam Mendes, Gregory Hoblit Films"
50,2,"Action, Drama / Ridley Scott, Theresa Connelly Films"
50,3,"Horror, Crime / Danny Cannon, Mike Newell Films"
50,4,"Drama, Romance / Andy Tennant Films"
50,5,"Comedy, Adventure / Jim Goddard, Jim Abrahams, David Zucker, Jerry Zucker Films"
50,6,"Musical, Adventure / Betty Thomas, James Algar, Samuel Armstrong, Ford Beebe Jr. Films"
50,7,Thriller / Richard Donner Films
51,0,"Comedy, Crime / Curtis Hanson, Darren Stein Films"
51,1,"Comedy, Animation / Woody Allen, James Algar, Gaëtan Brizzi, Paul Brizzi Films"
51,2,"Comedy, Romance / Harold Ramis, Cameron Crowe Films"
51,3,"Drama, Comedy / Sam Mendes, James Cameron Films"
51,4,"Comedy, Action / Bryan Singer, Jay Roach Films"
51,5,"Children'S, Comedy / Guy Ritchie, John Lasseter Films"
52,0,"Action, Drama / Mel Gibson Films"
52,1,"Action, Comedy / Barry Sonnenfeld, Michael Mann Films"
52,2,"Action, Thriller / Stephen Hopkins, Jan De Bont Films"
52,3,"Action, Sci-Fi / Mimi Leder, Paul Verhoeven Films"
52,4,"Action, Drama / George Lucas, James Cameron Films"
52,5,"Action, Thriller / Jonathan Mostow, Director Not Available Films"
52,6,"Action, Thriller / Wolfgang Petersen, Brian De Palma Films"
53,0,"Sci-Fi, Thriller / Steven Spielberg, Robert Zemeckis Films"
53,1,"Drama, Children'S / Tim Burton, Gerald Potterton, John Bruno, John Halas Films"
53,2,"Thriller, Action / Richard Donner, Alfred Hitchcock Films"
53,3,"Action, Sci-Fi / Director Not Available, Phillip Noyce Films"
53,4,"Drama, Comedy / Barry Levinson, Peter Weir Films"
53,5,"Drama, Romance / Woody Allen, Michael Curtiz Films"
53,6,"Drama, Comedy / Director Not Available, Gareth Edwards Films"
54,0,"Comedy, Mystery / Hal Ashby, Frank Capra Films"
54,1,"Comedy, Drama / Elliot Silverstein, Stuart Rosenberg Films"
54,2,"Comedy, Horror / Mel Brooks, Richard Lester Films"
55,0,"Drama, Romance / Michael Curtiz Films"
55,1,"Drama, Thriller / George Hickenlooper, Gus Van Sant Films"
55,2,"Adventure, Children'S / Brandon Camp Films"
55,3,"Crime, Drama / Adrian Lyne, Robert Zemeckis Films"
55,4,"Animation, Children'S / John Lasseter, Ash Brannon, Lee Unkrich, Ron Howard Films"
55,5,Drama / Frank Marshall Films
55,6,"Action, Drama / Mel Gibson Films"
55,7,"Action, Sci-Fi / James Cameron, Clint Eastwood Films"
55,8,Documentary / Steve James Films
56,0,"Drama, Crime / Quentin Tarantino, David O. Russell Films"
56,1,"Drama, Comedy / Sam Mendes, Billy Bob Thornton Films"
56,2,"Comedy, Children'S / Guy Ritchie, John Lasseter Films"
56,3,"Drama, Comedy / Jonathan Lynn, Tony Kaye Films"
56,4,"Drama, Documentary / Danny Boyle, Steve James Films"
56,5,"Crime, Drama / Gus Van Sant, Michael Mann Films"
56,6,"Drama, Comedy / Spike Jonze, Spike Lee Films"
56,7,"Thriller, Comedy / Jay Roach, George Armitage Films"
57,0,"Drama, Comedy / Steven Spielberg, Sam Mendes Films"
57,1,"Action, Comedy / Bryan Singer, Henry Selick Films"
58,0,"Drama, Comedy / Stanley Kubrick, Rob Reiner Films"
58,1,"Sci-Fi, Action / Robert Zemeckis, Richard Donner Films"
58,2,"Drama, Action / Director Not Available, Terence Young Films"
58,3,"Sci-Fi, Action / Gerald Potterton, John Bruno, John Halas, John Carpenter Films"
58,4,"Sci-Fi, Action / Steven Spielberg, Kenneth Branagh Films"
58,5,"Action, Comedy / Tim Burton, Kevin Smith Films"
59,0,"Drama, Sci-Fi / Steven Spielberg, Roman Polanski Films"
59,1,"Drama, Romance / Sam Mendes, Franco Zeffirelli Films"
59,2,"Drama, War / Pen Densham, Spike Lee Films"
59,3,"Comedy, Musical / Marc Caro, Jean-Pierre Jeunet, Rob Minkoff Films"
59,4,"Romance, Drama / Kenneth Branagh, Vincente Minnelli, Charles Walters Films"
59,5,"Comedy, Romance / Frank Capra, James L. Brooks Films"
59,6,"Romance, Drama / Alfred Hitchcock, Peter Chelsom Films"
60,0,"Adventure, Action / Jan De Bont, Jonathan Lynn Films"
60,1,"Mystery, Thriller / Paul Verhoeven, Dwight H. Little Films"
60,2,"Adventure, Children'S / Joe Johnston, Jonathan Frakes Films"
60,3,"Comedy, Romance / Kevin Costner, Kenneth Branagh Films"
60,4,"Comedy, Action / John Lasseter, Simon Wincer Films"
60,5,"Adventure, Comedy / George Lucas, Peter Chelsom Films"
60,6,"Comedy, Mystery / Clint Eastwood, Stanley Tong Films"
61,0,"Action, Comedy / Cameron Crowe, Andrew Bergman Films"
61,1,"Action, Comedy / Bryan Singer, Jay Roach Films"
62,0,"Sci-Fi, Action / Steven Spielberg, Ridley Scott Films"
62,1,"Comedy, Drama / Woody Allen, Emile Ardolino Films"
62,2,"Drama, Comedy / George Lucas, Barry Levinson Films"
62,3,"Thriller, Comedy / Alfred Hitchcock, Martin Scorsese Films"
62,4,"Drama, Comedy / Alfred Hitchcock, Joe Johnston Films"
62,5,"Drama, Comedy / Sam Mendes, Pat O&Apos;Connor Films"
62,6,"Drama, Romance / Stanley Kubrick, Robert Zemeckis Films"
63,0,"Drama, Comedy / Bruce Beresford, Jim Mallon Films"
63,1,"Comedy, Action / Bryan Singer, Stanley Kubrick Films"
63,2,"Thriller, Drama / Wes Craven, Raja Gosnell Films"
63,3,"Comedy, Drama / Sam Mendes, Todd Solondz Films"
63,4,"Comedy, Drama / Milos Forman, John Madden Films"
63,5,"Comedy, Animation / John Lasseter, Ash Brannon, Lee Unkrich, Bobby Farrelly, Peter Farrelly Films"
63,6,"Comedy, Drama / Paul Thomas Anderson, Spike Jonze Films"
64,0,"Drama, Musical / Alan Parker, Wes Craven Films"
64,1,"Action, Adventure / Steven Spielberg, Mel Gibson Films"
64,2,"Action, Sci-Fi / Bryan Singer, Kinka Usher Films"
64,3,"Drama, Comedy / Sam Mendes, David Anspaugh Films"
64,4,"Action, Thriller / Ridley Scott, Jonathan Mostow Films"
64,5,"Thriller, Horror / Wes Craven, Gregory Hoblit Films"
64,6,"Action, Adventure / Roland Emmerich Films"
65,0,"Drama, Comedy / Sam Mendes, Rob Reiner Films"
65,1,"Action, Drama / Steven Spielberg, George Lucas Films"
65,2,"Comedy, Action / Robert Zemeckis, Chris Columbus Films"
66,0,"Drama, Adventure / Barry Levinson, Betty Thomas Films"
66,1,"Comedy, Drama / Sam Mendes, Rob Reiner Films"
66,2,"Action, Adventure / Irvin Kershner, Jim Abrahams, David Zucker, Jerry Zucker Films"
66,3,"Drama, Action / Mel Gibson, Ridley Scott Films"
66,4,"Action, Animation / Steven Spielberg, Henry Selick Films"
66,5,"War, Drama / Franklin J. Schaffner, Robert Zemeckis Films"
67,0,"Drama, Crime / Frank Capra, John Huston Films"
67,1,"Drama, Adventure / Les Mayfield, Betty Thomas Films"
67,2,"Drama, War / David Lean, Franklin J. Schaffner Films"
67,3,"Drama, Comedy / Sidney Lumet, Alfred Hitchcock Films"
67,4,"Drama, Comedy / Sam Mendes, Mike Nichols Films"
67,5,"Drama, Comedy / Orson Welles, Howard Hawks Films"
67,6,"Drama, Comedy / Jerry Zucker, Stuart Rosenberg Films"
68,0,"Comedy, Drama / Jay Roach, Cameron Crowe Films"
68,1,"Romance, Comedy / Woody Allen, Steven Spielberg Films"
68,2,"Comedy, Sci-Fi / Mel Brooks, Spike Jonze Films"
68,3,"Comedy, Drama / Sam Mendes, John Lasseter Films"
68,4,"Comedy, War / Leo Mccarey, Victor Fleming Films"
68,5,"Comedy, Crime / Billy Wilder, Barry Levinson Films"
68,6,"Comedy, Romance / Kevin Smith, Harold Ramis Films"
69,0,"Drama, Comedy / Steven Spielberg, Robert Zemeckis Films"
